Date,Revenue,COGS,Split,year,month,day,day_of_week,is_weekend,quarter,is_month_start,is_month_end,is_near_payday,month_sin,month_cos,dow_sin,dow_cos,is_public_holiday,is_tet,days_to_tet,days_since_tet,is_commercial_event,active_promos,total_discount_value,max_discount_value,stackable_promos,rev_lag_1,cogs_lag_1,rev_lag_7,cogs_lag_7,rev_lag_14,cogs_lag_14,rev_lag_30,cogs_lag_30,rev_lag_365,cogs_lag_365,rev_rolling_mean_7,cogs_rolling_mean_7,rev_rolling_std_7,cogs_rolling_std_7,rev_rolling_mean_14,cogs_rolling_mean_14,rev_rolling_std_14,cogs_rolling_std_14,rev_rolling_mean_30,cogs_rolling_mean_30,rev_rolling_std_30,cogs_rolling_std_30
2013-07-14,4482102.22,4419156.67,Train,2013,7,14,6,1,3,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,171,149,0,1.0,18.0,18.0,0.0,4161301.31,3995435.41,2958215.01,2950992.63,7372318.59,7149429.97,4871516.57,3975403.65,3820831.41,3075464.87,4287159.827142857,4185852.4842857136,1315823.338689349,1281598.2607062275,4746993.456428572,4619114.807857143,2029662.8263471497,1981082.250985936,5669711.215,5137939.450333333,1891212.0770706027,1802439.4227758376
2013-07-15,4387240.36,4219310.04,Train,2013,7,15,0,0,3,0,0,1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,170,150,0,1.0,18.0,18.0,0.0,4482102.22,4419156.67,2571901.18,2450996.77,6359864.53,6248239.94,5166292.57,4029821.84,3948841.28,3154482.05,4504858.0,4395590.204285714,1178169.9863278181,1160214.579009781,4540549.43,4424095.286428572,1883839.6317918159,1842363.8943992904,5656730.736666666,5152731.217666666,1898202.9263857084,1794372.8480556412
2013-07-16,4411030.39,4135243.61,Train,2013,7,16,1,0,3,0,0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,169,151,0,1.0,18.0,18.0,0.0,4387240.36,4219310.04,4624825.33,4592718.95,7209130.33,6927420.38,5794009.15,4551326.63,3503801.49,2708219.59,4764192.168571429,4648206.385714286,830184.6646415851,804105.4804250597,4399647.703571429,4279171.7221428575,1809605.204388141,1766055.0317940759,5630762.329666668,5159047.491,1910433.2566805554,1790613.4219825757
2013-07-17,4475453.64,4375610.63,Train,2013,7,17,2,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,168,152,0,1.0,18.0,18.0,0.0,4411030.39,4135243.61,3855254.64,3797797.81,8038680.63,7869401.17,5795298.96,4637293.92,4476729.49,3463061.65,4733650.034285715,4582852.765714286,840040.6574307005,827613.8417275614,4199783.422142857,4079730.524285714,1620028.956251314,1593181.96718228,5584663.037666666,5145178.056999999,1923002.7144825298,1797082.6481906723
2013-07-18,6265533.39,6163756.55,Train,2013,7,18,3,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,167,153,0,1.0,18.0,18.0,0.0,4475453.64,4375610.63,5785320.61,5626075.87,2521315.44,2408274.98,6632615.61,5459331.17,5184141.46,4072012.16,4822249.891428572,4665397.454285714,760936.6162104949,762518.9250283896,3945267.208571429,3830174.0571428575,1194551.1839223965,1171817.0491585275,5540668.193666667,5136455.280666666,1933088.9642232114,1800265.1185185756
2013-07-19,6310739.5,5960928.51,Train,2013,7,19,4,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,166,154,0,1.0,18.0,18.0,0.0,6265533.39,6163756.55,6053300.71,5886949.95,2494107.65,2432073.97,7437341.02,6031157.35,6421487.11,5007270.91,4890851.717142857,4742208.9799999995,875287.1698456865,891579.8294853951,4212711.347857143,4098422.7407142855,1268100.0406320365,1248612.3015677542,5528432.119666667,5159936.126666667,1927091.2877832744,1809193.3710899733
2013-07-20,4157746.85,3978173.28,Train,2013,7,20,5,1,3,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,165,155,0,1.0,18.0,18.0,0.0,6310739.5,5960928.51,4161301.31,3995435.41,2452372.43,2331799.51,7078652.68,5515676.8,5171470.46,4213989.64,4927628.687142857,4752777.345714286,935600.6639617987,907703.248681438,4485327.908571429,4350483.779285714,1280404.283452892,1242520.6269695954,5490878.735666666,5157595.1653333325,1899387.4517138451,1808072.2916300874
2013-07-21,4847680.2,4301699.27,Train,2013,7,21,6,1,3,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,164,156,0,1.0,18.0,18.0,0.0,4157746.85,3978173.28,4482102.22,4419156.67,2958215.01,2950992.63,5526354.45,4396745.86,3442157.02,2746075.45,4927120.907142857,4750311.327142857,936086.730646495,910123.9117374346,4607140.367142857,4468081.905714286,1146208.5391979811,1107320.6077265819,5393515.208,5106345.0479999995,1890031.3160222468,1819327.7768770102
2013-07-22,5926190.4,5032346.99,Train,2013,7,22,0,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,163,157,0,1.0,18.0,18.0,0.0,4847680.2,4301699.27,4387240.36,4219310.04,2571901.18,2450996.77,5117274.96,4111300.17,3117550.57,2531656.38,4979346.332857142,4733531.698571429,917126.57543024,918292.9532216351,4742102.166428572,4564560.951428572,1043780.8919547052,1020402.4278218099,5370892.733,5103176.828333333,1892446.593709958,1820688.349590837
2013-07-23,4436778.28,3552350.42,Train,2013,7,23,1,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,162,158,0,0.0,0.0,0.0,0.0,5926190.4,5032346.99,4411030.39,4135243.61,4624825.33,4592718.95,5844565.63,4855247.11,4730517.69,3685006.66,5199196.338571428,4849679.834285715,935798.4969590517,893495.5349503567,4981694.253571428,4748943.11,879328.9672162597,823294.9651077249,5397856.581,5133878.389,1894470.0946167016,1811126.4917988158
2013-07-24,7329505.1,5924978.27,Train,2013,7,24,2,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,161,159,0,0.0,0.0,0.0,0.0,4436778.28,3552350.42,4475453.64,4375610.63,3855254.64,3797797.81,5243774.5,4800223.91,4096496.12,3248450.65,5202874.608571428,4766409.378571428,932227.9752758887,992816.8960834428,4968262.321428572,4674631.072142857,886605.6611091361,883250.3768398014,5350930.336,5090448.499333333,1900449.598299398,1833521.264343252
2013-07-25,6342757.31,4978292.65,Train,2013,7,25,3,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,160,160,0,0.0,0.0,0.0,0.0,7329505.1,5924978.27,6265533.39,6163756.55,5785320.61,5626075.87,6728887.1,6142934.34,5246688.08,4140019.37,5610596.245714285,4987747.612857142,1157875.3124521554,1061503.3562120434,5216423.068571429,4826572.533571429,1026323.2939651661,903541.3491118802,5420454.689333334,5127940.311333333,1934245.0924021318,1838873.7850598646
2013-07-26,6941436.71,5543496.22,Train,2013,7,26,4,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,159,161,0,0.0,0.0,0.0,0.0,6342757.31,4978292.65,6310739.5,5960928.51,6053300.71,5886949.95,8817278.13,8290194.65,5851965.06,4579171.74,5621628.234285714,4818395.627142857,1165498.2241374315,928894.3214131645,5256239.975714286,4780302.303571428,1060341.111805742,875604.0084247361,5407583.696333334,5089118.921666666,1926507.4270147937,1828973.8564474117
2013-07-27,4353958.13,3499528.32,Train,2013,7,27,5,1,3,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,158,162,0,0.0,0.0,0.0,0.0,6941436.71,5543496.22,4157746.85,3978173.28,4161301.31,3995435.41,7748199.74,7462815.86,5156699.45,3989402.2,5711727.835714286,4758762.442857143,1249033.704615615,853674.8626572535,5319678.261428571,4755769.894285714,1135593.4723508665,846542.3396951801,5345055.649,4997562.307333333,1840548.0008486316,1729234.5342749686
2013-07-28,6017516.42,4917333.26,Train,2013,7,28,6,1,3,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,157,163,0,0.0,0.0,0.0,0.0,4353958.13,3499528.32,4847680.2,4301699.27,4482102.22,4419156.67,6285354.21,6043485.1,4326956.84,3403662.59,5739758.018571428,4690384.591428571,1209937.5330522736,941292.2896947887,5333439.462857142,4720347.959285715,1121556.9524664409,890060.9099259817,5231914.262,4865452.722666667,1791397.4022023273,1685233.5624352926
2013-07-29,8158241.16,6599164.67,Train,2013,7,29,0,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,156,164,0,0.0,0.0,0.0,0.0,6017516.42,4917333.26,5926190.4,5032346.99,4387240.36,4219310.04,9546012.78,9167617.84,4804199.65,3819645.91,5906877.478571428,4778332.3042857135,1145246.5164855616,927584.0362224015,5443111.905714286,4755932.0014285715,1106879.3112322653,887046.4987855542,5222986.335666667,4827914.328,1786627.3246312721,1670566.8046450368
2013-07-30,7711378.77,7073525.07,Train,2013,7,30,1,0,3,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,155,165,0,1.0,50.0,50.0,0.0,8158241.16,6599164.67,4436778.28,3552350.42,4411030.39,4135243.61,7372318.59,7149429.97,6586130.95,5195109.56,6225741.872857143,5002163.401428572,1427473.3753881957,1159215.0640745943,5712469.105714285,4925921.617857143,1276072.0818495317,997460.7124860882,5176727.281666666,4742299.222333333,1685966.8765870426,1497324.1975799694
2013-07-31,10104475.36,10851542.12,Train,2013,7,31,2,0,3,0,1,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,154,166,0,1.0,50.0,50.0,0.0,7711378.77,7073525.07,7329505.1,5924978.27,4475453.64,4375610.63,6359864.53,6248239.94,9151622.14,7142891.18,6693541.942857142,5505188.35142857,1271544.2933557138,1188838.3803329142,5948208.275714286,5135798.865,1321204.4383349621,1119904.281616673,5188029.287666667,4739769.059,1702250.5374316527,1493174.7743022947
2013-08-01,10998208.4,12167214.07,Train,2013,8,1,3,0,3,1,0,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,153,167,0,1.0,50.0,50.0,0.0,10104475.36,10851542.12,6342757.31,4978292.65,6265533.39,6163756.55,7209130.33,6927420.38,9148357.3,7308514.33,7089966.265714286,6208983.187142857,1818007.209027805,2360084.921312952,6350281.255714285,5598365.4,1653314.3287125677,1868786.080979238,5312849.648666667,4893212.465000001,1915120.328845724,1847920.5039324285
2013-08-02,7422715.15,9601836.11,Train,2013,8,2,4,0,3,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,152,168,0,1.0,50.0,50.0,0.0,10998208.4,12167214.07,6941436.71,5543496.22,6310739.5,5960928.51,8038680.63,7869401.17,9692427.0,7537501.15,7755030.707142858,7235971.961428571,2289496.3656664775,3162883.1644695676,6688329.470714285,6027183.794285714,2066788.659181583,2566895.9269451117,5439152.251,5067872.254666667,2154480.0447461023,2250573.962969296
2013-08-03,5599602.67,7786528.35,Train,2013,8,3,5,1,3,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,151,169,0,1.0,50.0,50.0,0.0,7422715.15,9601836.11,4353958.13,3499528.32,4157746.85,3978173.28,2521315.44,2408274.98,9297269.95,7118808.46,7823784.7700000005,7815734.802857143,2268118.538922249,3172878.394575192,6767756.302857144,6287248.622857143,2072520.3374531006,2738378.0783758676,5418620.068333333,5125620.085999999,2131666.5853220383,2345175.762388747
2013-08-04,5021938.29,7089757.76,Train,2013,8,4,6,1,3,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,150,170,0,1.0,50.0,50.0,0.0,5599602.67,7786528.35,6017516.42,4917333.26,4847680.2,4301699.27,2494107.65,2432073.97,6384195.03,5087528.11,8001733.990000001,8428163.378571426,1981236.8976489261,2554364.7981557245,6870746.004285715,6559273.984999999,1965928.326508411,2679887.0541043477,5521229.642666667,5304895.198333333,2060286.1313568116,2335837.092259108
2013-08-05,2231563.34,3064145.21,Train,2013,8,5,0,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0,0,149,171,0,1.0,50.0,50.0,0.0,5021938.29,7089757.76,8158241.16,6599164.67,5926190.4,5032346.99,2452372.43,2331799.51,2359224.19,1863413.11,7859508.542857143,8738509.735714285,2173793.3193525295,2157926.2646097383,6883193.010714285,6758421.0200000005,1952641.0148812025,2601669.0789962853,5605490.664000001,5460151.324666667,1982435.0757178152,2292697.6381305056
2013-08-06,2493225.51,3592496.3,Train,2013,8,6,1,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,148,172,0,1.0,50.0,50.0,0.0,2231563.34,3064145.21,7711378.77,7073525.07,4436778.28,3552350.42,2958215.01,2950992.63,3630003.7,2922718.71,7012840.282857142,8233506.955714286,3025416.2359348135,2993779.5339333676,6619291.077857143,6617835.178571428,2309067.0027788463,2751006.9045552434,5598130.361,5484562.848,1994916.140506055,2261932.2978971256
2013-08-07,2638845.23,3381813.66,Train,2013,8,7,2,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,147,173,0,1.0,50.0,50.0,0.0,2493225.51,3592496.3,10104475.36,10851542.12,7329505.1,5924978.27,2571901.18,2450996.77,2240253.44,1781265.84,6267389.817142857,7736217.131428571,3439184.673318203,3469837.5834393934,6480465.880000001,6620702.741428571,2500838.5726329135,2747584.5372332996,5582630.711,5505946.303666666,2017809.4619790204,2240081.695670569
2013-08-08,3065089.0,4223344.7,Train,2013,8,8,3,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,146,174,0,1.0,50.0,50.0,0.0,2638845.23,3381813.66,10998208.4,12167214.07,6342757.31,4978292.65,4624825.33,4592718.95,2617553.36,1997006.42,5200871.227142857,6669113.065714285,3200229.792298576,3500553.2736701067,6145418.746428571,6439048.1264285715,2685718.7240347136,2878090.4809333254,5584862.179333333,5536973.533333333,2014399.2600387316,2202438.744385086
2013-08-09,2598855.08,3418548.13,Train,2013,8,9,4,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,145,175,0,1.0,50.0,50.0,0.0,3065089.0,4223344.7,7422715.15,9601836.11,6941436.71,5543496.22,3855254.64,3797797.81,4478691.52,3621672.71,4067568.455714286,5534274.584285714,1975290.9306811227,2590395.688040031,5911299.581428571,6385123.272857144,2807301.3281355985,2914408.335098893,5532870.968333334,5524661.058333334,2059651.9669934986,2208922.442424001
2013-08-10,1776113.02,2320738.01,Train,2013,8,10,5,1,3,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,144,176,0,1.0,50.0,50.0,0.0,2598855.08,3418548.13,5599602.67,7786528.35,4353958.13,3499528.32,5785320.61,5626075.87,3412496.65,2699279.56,3378445.5885714283,4650947.7299999995,1353176.689785799,1946375.9600462366,5601115.179285714,6233341.26642857,2922279.598784004,3015202.3833781523,5490990.983,5512019.402333333,2107165.5681950944,2220202.4836762524
2013-08-11,2074476.53,2834815.33,Train,2013,8,11,6,1,3,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,143,177,0,1.0,50.0,50.0,0.0,1776113.02,2320738.01,5021938.29,7089757.76,6017516.42,4917333.26,6053300.71,5886949.95,2732604.35,2168668.05,2832232.7814285713,3870120.5385714285,1043393.0857059712,1530819.5006607126,5416983.385714286,6149141.958571428,3083665.554353771,3112311.3851213176,5357350.7299999995,5401841.473666666,2212364.5647682003,2295097.967674026
2013-08-12,1933036.01,2566277.36,Train,2013,8,12,0,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0,0,142,178,0,1.0,50.0,50.0,0.0,2074476.53,2834815.33,2231563.34,3064145.21,8158241.16,6599164.67,4161301.31,3995435.41,3388181.83,2654275.25,2411166.8157142857,3262271.6199999996,422359.1042633544,602754.9176138797,5135337.679285714,6000390.677857143,3202379.9342692825,3223494.271930677,5224723.257333334,5300103.653,2287201.0247356533,2340059.9846368474
2013-08-13,2531884.21,3266499.42,Train,2013,8,13,1,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,141,179,0,1.0,50.0,50.0,0.0,1933036.01,2566277.36,2493225.51,3592496.3,7711378.77,7073525.07,4482102.22,4419156.67,3928170.01,3189564.96,2368520.0542857144,3191147.6414285717,457154.91772242426,656965.8207198886,4690680.168571428,5712327.298571428,3182485.6089595202,3343820.661535227,5150447.747333334,5252465.051333333,2358010.561627196,2381712.692249165
2013-08-14,2791478.67,3740726.27,Train,2013,8,14,2,0,3,0,0,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,140,180,0,1.0,50.0,50.0,0.0,2531884.21,3266499.42,2638845.23,3381813.66,10104475.36,10851542.12,4387240.36,4219310.04,4033912.16,3258198.58,2374042.725714286,3144576.6585714286,459141.7011076495,634959.2752363161,4320716.271428572,5440396.8950000005,3104417.9985140273,3379220.946083833,5085440.480333333,5214043.143000001,2403514.7493925444,2404804.6335691917
2013-08-15,3665019.45,4896607.22,Train,2013,8,15,3,0,3,0,0,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,139,181,0,1.0,50.0,50.0,0.0,2791478.67,3740726.27,3065089.0,4223344.7,10998208.4,12167214.07,4411030.39,4135243.61,3780293.26,2886923.59,2395847.5028571426,3195849.8885714286,477086.79736817454,670789.3413495474,3798359.3649999998,4932481.477142857,2636329.7410014155,3018474.3881580797,5032248.424,5198090.350666666,2436925.047305786,2413203.6823163126
2013-08-16,3619170.1,4661015.06,Train,2013,8,16,4,0,3,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,138,182,0,1.0,50.0,50.0,0.0,3665019.45,4896607.22,2598855.08,3418548.13,7422715.15,9601836.11,4475453.64,4375610.63,5249978.18,4222455.97,2481551.8528571427,3292030.248571429,642542.7967578052,863310.0374099152,3274560.154285714,4413152.416428572,1633586.9773850164,2189652.8186608893,5007381.392666667,5223469.137666667,2447267.012217571,2405632.290222321
2013-08-17,3066137.96,4129676.85,Train,2013,8,17,5,1,3,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,137,183,0,1.0,50.0,50.0,0.0,3619170.1,4661015.06,1776113.02,2320738.01,5599602.67,7786528.35,6265533.39,6163756.55,4089284.05,3238908.92,2627311.1414285717,3469525.524285714,775549.516116623,1009075.9761163496,3002878.3649999998,4060236.6271428573,1128991.9120194027,1610657.6945953192,4978838.607999999,5232982.618666667,2458651.8718801667,2402726.2540697632
2013-08-18,2385617.18,2947242.18,Train,2013,8,18,6,1,3,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,136,184,0,1.0,50.0,50.0,0.0,3066137.96,4129676.85,2074476.53,2834815.33,5021938.29,7089757.76,6310739.5,5960928.51,3450015.71,2808916.94,2811600.4185714284,3727945.3585714283,687889.9237011572,890508.0289782893,2821916.6,3799032.9485714287,849101.7879076244,1205411.6946247583,4872192.093666667,5165179.961999999,2470276.6683116737,2404254.4016538044
2013-08-19,2870843.18,3669528.41,Train,2013,8,19,0,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0,0,135,185,0,1.0,50.0,50.0,0.0,2385617.18,2947242.18,1933036.01,2566277.36,2231563.34,3064145.21,4157746.85,3978173.28,3904300.93,3006801.4,2856049.0828571427,3744006.3371428573,640759.3917794148,872547.7845477974,2633607.9492857144,3503138.978571429,570187.5317223584,762594.6571316451,4741354.683,5064723.751,2495277.063202947,2432651.6421642182
2013-08-20,2730112.88,3528369.0,Train,2013,8,20,1,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,134,186,0,1.0,50.0,50.0,0.0,2870843.18,3669528.41,2531884.21,3266499.42,2493225.51,3592496.3,4847680.2,4301699.27,3541027.32,2827038.81,2990021.5357142864,3901613.6299999994,497671.41011821665,708597.0675229639,2679270.7950000004,3546380.6357142855,561038.1193305464,752889.3107625525,4698457.894,5054435.588666666,2516626.3144246,2438051.999930552
2013-08-21,2707776.73,3591906.04,Train,2013,8,21,2,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,133,187,0,1.0,50.0,50.0,0.0,2730112.88,3528369.0,2791478.67,3740726.27,2638845.23,3381813.66,5926190.4,5032346.99,4147483.23,3364364.64,3018339.9171428573,3939023.5700000003,472248.2009335339,675623.6370220174,2696191.3214285714,3541800.114285714,558562.222825241,752782.2298975281,4627872.316666666,5028657.913,2541866.5234828596,2450342.422849883
2013-08-22,3821233.2,5275320.79,Train,2013,8,22,3,0,3,0,0,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,132,188,0,1.0,50.0,50.0,0.0,2707776.73,3591906.04,3665019.45,4896607.22,3065089.0,4223344.7,4436778.28,3552350.42,4597682.81,3562468.33,3006382.4971428574,3917763.5371428574,479946.66165652865,685177.4260344973,2701115.0,3556806.7128571426,558321.5980416628,751440.4771795932,4520591.8610000005,4980643.214666666,2553073.479798535,2464340.449532896
